instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
14654,2012-09-07,3,1,9,18,0,5,1,0.76,0.7121,0.62,0.2985,95,697,792,weekdays,Terlalu kering
14655,2012-09-07,3,1,9,19,0,5,1,0.74,0.6818,0.62,0.2836,70,498,568,weekdays,Terlalu kering
14656,2012-09-07,3,1,9,20,0,5,1,0.72,0.6818,0.66,0.2239,51,340,391,weekdays,Terlalu kering
14657,2012-09-07,3,1,9,21,0,5,1,0.7,0.6667,0.74,0.1642,55,246,301,weekdays,Terlalu kering
14658,2012-09-07,3,1,9,22,0,5,1,0.7,0.6667,0.74,0.2239,52,247,299,weekdays,Terlalu kering
14659,2012-09-07,3,1,9,23,0,5,1,0.66,0.5909,0.89,0.2537,28,220,248,weekdays,Terlalu kering
14660,2012-09-08,3,1,9,0,0,6,1,0.66,0.5909,0.89,0.2537,20,130,150,weekdays,Terlalu kering
14661,2012-09-08,3,1,9,1,0,6,2,0.66,0.5909,0.89,0.2836,10,107,117,weekdays,Terlalu kering
14662,2012-09-08,3,1,9,2,0,6,1,0.66,0.5909,0.89,0.3284,9,68,77,weekdays,Terlalu kering
14663,2012-09-08,3,1,9,3,0,6,2,0.66,0.5909,0.89,0.2239,3,40,43,weekdays,Terlalu kering
14664,2012-09-08,3,1,9,4,0,6,2,0.66,0.5909,0.94,0.2239,3,8,11,weekdays,Terlalu kering
14665,2012-09-08,3,1,9,5,0,6,2,0.66,0.5909,0.94,0.2537,2,13,15,weekdays,Terlalu kering
14666,2012-09-08,3,1,9,6,0,6,2,0.66,0.5909,0.89,0.2836,8,26,34,weekdays,Terlalu kering
14667,2012-09-08,3,1,9,7,0,6,1,0.66,0.5909,0.89,0.2836,11,71,82,weekdays,Terlalu kering
14668,2012-09-08,3,1,9,8,0,6,1,0.7,0.6667,0.79,0.3284,33,197,230,weekdays,Terlalu kering
14669,2012-09-08,3,1,9,9,0,6,1,0.7,0.6667,0.74,0.3881,87,261,348,weekdays,Terlalu kering
14670,2012-09-08,3,1,9,10,0,6,1,0.74,0.697,0.7,0.3881,100,322,422,weekdays,Terlalu kering
14671,2012-09-08,3,1,9,11,0,6,1,0.76,0.7121,0.62,0.4478,173,405,578,weekdays,Terlalu kering
14672,2012-09-08,3,1,9,12,0,6,1,0.8,0.7576,0.55,0.4925,220,474,694,weekdays,Terlalu kering
14673,2012-09-08,3,1,9,13,0,6,1,0.82,0.7727,0.52,0.5224,233,435,668,weekdays,Terlalu kering
14674,2012-09-08,3,1,9,14,0,6,1,0.82,0.7727,0.52,0.4478,260,366,626,weekdays,Terlalu kering
14675,2012-09-08,3,1,9,15,0,6,3,0.56,0.5303,0.88,0.2537,175,337,512,weekdays,Terlalu kering
14676,2012-09-08,3,1,9,16,0,6,3,0.56,0.5303,0.88,0.194,19,95,114,weekdays,Terlalu kering
14677,2012-09-08,3,1,9,17,0,6,3,0.58,0.5455,0.83,0.194,52,119,171,weekdays,Terlalu kering
14678,2012-09-08,3,1,9,18,0,6,3,0.58,0.5455,0.83,0.1343,27,140,167,weekdays,Terlalu kering
14679,2012-09-08,3,1,9,19,0,6,3,0.58,0.5455,0.88,0.1045,28,187,215,weekdays,Terlalu kering
14680,2012-09-08,3,1,9,20,0,6,2,0.58,0.5455,0.88,0.0896,28,166,194,weekdays,Terlalu kering
14681,2012-09-08,3,1,9,21,0,6,2,0.6,0.5606,0.83,0.1642,26,155,181,weekdays,Terlalu kering
14682,2012-09-08,3,1,9,22,0,6,2,0.58,0.5455,0.78,0.2985,18,176,194,weekdays,Terlalu kering
14683,2012-09-08,3,1,9,23,0,6,2,0.58,0.5455,0.73,0.1642,12,121,133,weekdays,Terlalu kering
14684,2012-09-09,3,1,9,0,0,0,2,0.56,0.5303,0.73,0.194,18,106,124,weekdays,Terlalu kering
14685,2012-09-09,3,1,9,1,0,0,1,0.56,0.5303,0.73,0.2239,20,104,124,weekdays,Terlalu kering
14686,2012-09-09,3,1,9,2,0,0,1,0.54,0.5152,0.77,0.2836,15,81,96,weekdays,Terlalu kering
14687,2012-09-09,3,1,9,3,0,0,1,0.54,0.5152,0.73,0.2239,14,32,46,weekdays,Terlalu kering
14688,2012-09-09,3,1,9,4,0,0,1,0.52,0.5,0.77,0.2537,12,16,28,weekdays,Terlalu kering
14689,2012-09-09,3,1,9,5,0,0,1,0.52,0.5,0.77,0.194,16,39,55,weekdays,Terlalu kering
14690,2012-09-09,3,1,9,6,0,0,1,0.52,0.5,0.77,0.194,11,24,35,weekdays,Terlalu kering
14691,2012-09-09,3,1,9,7,0,0,1,0.54,0.5152,0.73,0.1642,20,50,70,weekdays,Terlalu kering
14692,2012-09-09,3,1,9,8,0,0,1,0.58,0.5455,0.68,0.2239,27,143,170,weekdays,Terlalu kering
14693,2012-09-09,3,1,9,9,0,0,1,0.62,0.6061,0.61,0.2537,85,214,299,weekdays,Terlalu kering
14694,2012-09-09,3,1,9,10,0,0,1,0.64,0.6212,0.57,0.2985,172,323,495,weekdays,Terlalu kering
14695,2012-09-09,3,1,9,11,0,0,1,0.66,0.6212,0.47,0.2537,194,391,585,weekdays,Terlalu kering
14696,2012-09-09,3,1,9,12,0,0,1,0.66,0.6212,0.47,0.0,247,510,757,weekdays,Terlalu kering
14697,2012-09-09,3,1,9,13,0,0,1,0.68,0.6364,0.39,0.0,238,491,729,weekdays,Terlalu kering
14698,2012-09-09,3,1,9,14,0,0,1,0.72,0.6515,0.3,0.2836,232,415,647,weekdays,Terlalu kering
14699,2012-09-09,3,1,9,15,0,0,1,0.72,0.6515,0.32,0.2537,284,412,696,weekdays,Terlalu kering
14700,2012-09-09,3,1,9,16,0,0,1,0.68,0.6364,0.36,0.2836,228,473,701,weekdays,Terlalu kering
14701,2012-09-09,3,1,9,17,0,0,1,0.7,0.6364,0.37,0.2537,213,458,671,weekdays,Terlalu kering
14702,2012-09-09,3,1,9,18,0,0,1,0.66,0.6212,0.36,0.2537,156,404,560,weekdays,Terlalu kering
14703,2012-09-09,3,1,9,19,0,0,1,0.66,0.6212,0.36,0.2537,134,362,496,weekdays,Terlalu kering
14704,2012-09-09,3,1,9,20,0,0,1,0.62,0.6212,0.41,0.2836,91,265,356,weekdays,Terlalu kering
14705,2012-09-09,3,1,9,21,0,0,1,0.6,0.6212,0.46,0.2239,57,149,206,weekdays,Terlalu kering
14706,2012-09-09,3,1,9,22,0,0,1,0.58,0.5455,0.49,0.2537,64,125,189,weekdays,Terlalu kering
14707,2012-09-09,3,1,9,23,0,0,1,0.56,0.5303,0.52,0.2836,22,70,92,weekdays,Terlalu kering
14708,2012-09-10,3,1,9,0,0,1,1,0.56,0.5303,0.52,0.2836,6,35,41,weekdays,Terlalu kering
14709,2012-09-10,3,1,9,1,0,1,1,0.54,0.5152,0.6,0.194,7,11,18,weekdays,Terlalu kering
14710,2012-09-10,3,1,9,2,0,1,1,0.54,0.5152,0.6,0.3582,11,6,17,weekdays,Terlalu kering
14711,2012-09-10,3,1,9,3,0,1,1,0.52,0.5,0.68,0.2836,5,7,12,weekdays,Terlalu kering
14712,2012-09-10,3,1,9,4,0,1,1,0.52,0.5,0.68,0.2836,1,4,5,weekdays,Terlalu kering
14713,2012-09-10,3,1,9,5,0,1,1,0.5,0.4848,0.72,0.2537,4,36,40,weekdays,Terlalu kering
14714,2012-09-10,3,1,9,6,0,1,1,0.5,0.4848,0.72,0.1343,8,172,180,weekdays,Terlalu kering
14715,2012-09-10,3,1,9,7,0,1,1,0.52,0.5,0.68,0.2239,20,427,447,weekdays,Terlalu kering
14716,2012-09-10,3,1,9,8,0,1,1,0.56,0.5303,0.6,0.2836,33,697,730,weekdays,Terlalu kering
14717,2012-09-10,3,1,9,9,0,1,1,0.6,0.6212,0.53,0.2985,40,321,361,weekdays,Terlalu kering
14718,2012-09-10,3,1,9,10,0,1,1,0.62,0.6212,0.5,0.2836,42,168,210,weekdays,Terlalu kering
14719,2012-09-10,3,1,9,11,0,1,1,0.62,0.6212,0.43,0.2985,69,167,236,weekdays,Terlalu kering
14720,2012-09-10,3,1,9,12,0,1,1,0.64,0.6212,0.44,0.3881,76,256,332,weekdays,Terlalu kering
14721,2012-09-10,3,1,9,13,0,1,1,0.64,0.6212,0.38,0.2239,72,251,323,weekdays,Terlalu kering
14722,2012-09-10,3,1,9,14,0,1,1,0.66,0.6212,0.36,0.2836,107,233,340,weekdays,Terlalu kering
14723,2012-09-10,3,1,9,15,0,1,1,0.66,0.6212,0.31,0.3881,115,231,346,weekdays,Terlalu kering
14724,2012-09-10,3,1,9,16,0,1,1,0.66,0.6212,0.34,0.3284,108,380,488,weekdays,Terlalu kering
14725,2012-09-10,3,1,9,17,0,1,1,0.66,0.6212,0.34,0.3284,127,744,871,weekdays,Terlalu kering
14726,2012-09-10,3,1,9,18,0,1,1,0.62,0.6212,0.35,0.2985,111,857,968,weekdays,Terlalu kering
14727,2012-09-10,3,1,9,19,0,1,1,0.62,0.6212,0.38,0.2985,71,562,633,weekdays,Terlalu kering
14728,2012-09-10,3,1,9,20,0,1,1,0.6,0.6212,0.4,0.194,34,356,390,weekdays,Terlalu kering
14729,2012-09-10,3,1,9,21,0,1,1,0.56,0.5303,0.49,0.1642,29,256,285,weekdays,Terlalu kering
14730,2012-09-10,3,1,9,22,0,1,1,0.54,0.5152,0.52,0.1343,15,144,159,weekdays,Terlalu kering
14731,2012-09-10,3,1,9,23,0,1,1,0.54,0.5152,0.52,0.0,7,86,93,weekdays,Terlalu kering
14732,2012-09-11,3,1,9,0,0,2,1,0.52,0.5,0.59,0.1045,5,27,32,weekdays,Terlalu kering
14733,2012-09-11,3,1,9,1,0,2,1,0.5,0.4848,0.63,0.0,0,10,10,weekdays,Terlalu kering
14734,2012-09-11,3,1,9,2,0,2,1,0.48,0.4697,0.77,0.1642,1,5,6,weekdays,Terlalu kering
14735,2012-09-11,3,1,9,3,0,2,1,0.48,0.4697,0.67,0.1343,1,7,8,weekdays,Terlalu kering
14736,2012-09-11,3,1,9,4,0,2,1,0.48,0.4697,0.72,0.1045,1,8,9,weekdays,Terlalu kering
14737,2012-09-11,3,1,9,5,0,2,1,0.46,0.4545,0.72,0.0896,3,41,44,weekdays,Terlalu kering
14738,2012-09-11,3,1,9,6,0,2,1,0.46,0.4545,0.77,0.1045,11,200,211,weekdays,Terlalu kering
14739,2012-09-11,3,1,9,7,0,2,1,0.5,0.4848,0.72,0.1045,24,572,596,weekdays,Terlalu kering
14740,2012-09-11,3,1,9,8,0,2,1,0.54,0.5152,0.68,0.0896,48,702,750,weekdays,Terlalu kering
14741,2012-09-11,3,1,9,9,0,2,1,0.6,0.6212,0.49,0.0,35,323,358,weekdays,Terlalu kering
14742,2012-09-11,3,1,9,10,0,2,1,0.62,0.6212,0.38,0.0,54,142,196,weekdays,Terlalu kering
14743,2012-09-11,3,1,9,11,0,2,1,0.64,0.6212,0.33,0.0896,60,187,247,weekdays,Terlalu kering
14744,2012-09-11,3,1,9,12,0,2,1,0.64,0.6212,0.33,0.0,62,254,316,weekdays,Terlalu kering
14745,2012-09-11,3,1,9,13,0,2,1,0.66,0.6212,0.29,0.0896,72,256,328,weekdays,Terlalu kering
14746,2012-09-11,3,1,9,14,0,2,1,0.68,0.6212,0.3,0.0896,74,181,255,weekdays,Terlalu kering
14747,2012-09-11,3,1,9,15,0,2,1,0.7,0.6364,0.28,0.1045,73,253,326,weekdays,Terlalu kering
14748,2012-09-11,3,1,9,16,0,2,1,0.7,0.6364,0.28,0.1343,99,437,536,weekdays,Terlalu kering
14749,2012-09-11,3,1,9,17,0,2,1,0.7,0.6364,0.28,0.0,168,802,970,weekdays,Terlalu kering
14750,2012-09-11,3,1,9,18,0,2,1,0.64,0.6212,0.36,0.1642,110,767,877,weekdays,Terlalu kering
14751,2012-09-11,3,1,9,19,0,2,1,0.62,0.6212,0.41,0.194,56,540,596,weekdays,Terlalu kering
14752,2012-09-11,3,1,9,20,0,2,1,0.58,0.5455,0.56,0.1343,40,421,461,weekdays,Terlalu kering
14753,2012-09-11,3,1,9,21,0,2,1,0.56,0.5303,0.6,0.1045,28,282,310,weekdays,Terlalu kering
14754,2012-09-11,3,1,9,22,0,2,1,0.56,0.5303,0.64,0.1045,27,189,216,weekdays,Terlalu kering
14755,2012-09-11,3,1,9,23,0,2,1,0.54,0.5152,0.68,0.1045,18,91,109,weekdays,Terlalu kering
14756,2012-09-12,3,1,9,0,0,3,1,0.52,0.5,0.72,0.1045,8,41,49,weekdays,Terlalu kering
14757,2012-09-12,3,1,9,1,0,3,1,0.52,0.5,0.72,0.1045,2,19,21,weekdays,Terlalu kering
14758,2012-09-12,3,1,9,2,0,3,1,0.52,0.5,0.72,0.0896,2,9,11,weekdays,Terlalu kering
14759,2012-09-12,3,1,9,3,0,3,1,0.5,0.4848,0.77,0.0896,0,7,7,weekdays,Terlalu kering
14760,2012-09-12,3,1,9,4,0,3,1,0.5,0.4848,0.72,0.0896,0,5,5,weekdays,Terlalu kering
14761,2012-09-12,3,1,9,5,0,3,1,0.5,0.4848,0.72,0.0896,4,44,48,weekdays,Terlalu kering
14762,2012-09-12,3,1,9,6,0,3,1,0.5,0.4848,0.72,0.0896,6,199,205,weekdays,Terlalu kering
14763,2012-09-12,3,1,9,7,0,3,1,0.52,0.5,0.72,0.0,24,533,557,weekdays,Terlalu kering
14764,2012-09-12,3,1,9,8,0,3,1,0.56,0.5303,0.64,0.1045,43,727,770,weekdays,Terlalu kering
14765,2012-09-12,3,1,9,9,0,3,1,0.6,0.6061,0.64,0.1343,50,278,328,weekdays,Terlalu kering
14766,2012-09-12,3,1,9,10,0,3,1,0.62,0.6061,0.61,0.1343,57,148,205,weekdays,Terlalu kering
14767,2012-09-12,3,1,9,11,0,3,1,0.66,0.6212,0.5,0.194,51,181,232,weekdays,Terlalu kering
14768,2012-09-12,3,1,9,12,0,3,1,0.68,0.6364,0.36,0.1343,88,264,352,weekdays,Terlalu kering
14769,2012-09-12,3,1,9,13,0,3,1,0.7,0.6364,0.34,0.1343,85,238,323,weekdays,Terlalu kering
14770,2012-09-12,3,1,9,14,0,3,1,0.7,0.6364,0.37,0.1642,78,200,278,weekdays,Terlalu kering
14771,2012-09-12,3,1,9,15,0,3,1,0.72,0.6515,0.37,0.1343,75,243,318,weekdays,Terlalu kering
14772,2012-09-12,3,1,9,16,0,3,1,0.72,0.6515,0.37,0.1642,90,419,509,weekdays,Terlalu kering
14773,2012-09-12,3,1,9,17,0,3,1,0.7,0.6364,0.41,0.2985,114,811,925,weekdays,Terlalu kering
14774,2012-09-12,3,1,9,18,0,3,1,0.66,0.6212,0.44,0.2537,91,886,977,weekdays,Terlalu kering
14775,2012-09-12,3,1,9,19,0,3,1,0.64,0.6212,0.5,0.194,78,557,635,weekdays,Terlalu kering
14776,2012-09-12,3,1,9,20,0,3,1,0.62,0.6212,0.57,0.1343,38,432,470,weekdays,Terlalu kering
14777,2012-09-12,3,1,9,21,0,3,1,0.6,0.6061,0.6,0.1343,27,279,306,weekdays,Terlalu kering
14778,2012-09-12,3,1,9,22,0,3,1,0.56,0.5303,0.64,0.0896,23,189,212,weekdays,Terlalu kering
14779,2012-09-12,3,1,9,23,0,3,1,0.56,0.5303,0.68,0.1045,16,111,127,weekdays,Terlalu kering
14780,2012-09-13,3,1,9,0,0,4,1,0.56,0.5303,0.73,0.0896,11,46,57,weekdays,Terlalu kering
14781,2012-09-13,3,1,9,1,0,4,1,0.54,0.5152,0.77,0.0896,6,22,28,weekdays,Terlalu kering
14782,2012-09-13,3,1,9,2,0,4,1,0.54,0.5152,0.77,0.0,0,9,9,weekdays,Terlalu kering
14783,2012-09-13,3,1,9,3,0,4,1,0.52,0.5,0.83,0.0,2,9,11,weekdays,Terlalu kering
14784,2012-09-13,3,1,9,4,0,4,1,0.52,0.5,0.83,0.0,0,6,6,weekdays,Terlalu kering
14785,2012-09-13,3,1,9,5,0,4,1,0.52,0.5,0.83,0.0,3,54,57,weekdays,Terlalu kering
14786,2012-09-13,3,1,9,6,0,4,1,0.5,0.4848,0.82,0.0,9,186,195,weekdays,Terlalu kering
14787,2012-09-13,3,1,9,7,0,4,1,0.54,0.5152,0.77,0.0,22,549,571,weekdays,Terlalu kering
14788,2012-09-13,3,1,9,8,0,4,1,0.56,0.5303,0.73,0.0,33,725,758,weekdays,Terlalu kering
14789,2012-09-13,3,1,9,9,0,4,1,0.6,0.6061,0.64,0.0896,46,292,338,weekdays,Terlalu kering
14790,2012-09-13,3,1,9,10,0,4,1,0.64,0.6212,0.61,0.0896,63,149,212,weekdays,Terlalu kering
14791,2012-09-13,3,1,9,11,0,4,1,0.66,0.6212,0.5,0.1642,71,183,254,weekdays,Terlalu kering
14792,2012-09-13,3,1,9,12,0,4,1,0.68,0.6364,0.44,0.1045,57,240,297,weekdays,Terlalu kering
14793,2012-09-13,3,1,9,13,0,4,1,0.7,0.6364,0.42,0.0,60,223,283,weekdays,Terlalu kering
14794,2012-09-13,3,1,9,14,0,4,1,0.72,0.6515,0.39,0.1343,60,214,274,weekdays,Terlalu kering
14795,2012-09-13,3,1,9,15,0,4,1,0.72,0.6515,0.42,0.1045,99,253,352,weekdays,Terlalu kering
14796,2012-09-13,3,1,9,16,0,4,1,0.72,0.6515,0.39,0.0896,85,406,491,weekdays,Terlalu kering
14797,2012-09-13,3,1,9,17,0,4,1,0.72,0.6515,0.42,0.194,97,787,884,weekdays,Terlalu kering
14798,2012-09-13,3,1,9,18,0,4,1,0.68,0.6364,0.57,0.2537,108,744,852,weekdays,Terlalu kering
14799,2012-09-13,3,1,9,19,0,4,1,0.64,0.6061,0.65,0.1343,80,594,674,weekdays,Terlalu kering
14800,2012-09-13,3,1,9,20,0,4,1,0.62,0.6061,0.69,0.1045,55,408,463,weekdays,Terlalu kering
14801,2012-09-13,3,1,9,21,0,4,1,0.62,0.6061,0.65,0.1045,26,291,317,weekdays,Terlalu kering
14802,2012-09-13,3,1,9,22,0,4,1,0.6,0.5909,0.69,0.1343,28,223,251,weekdays,Terlalu kering
14803,2012-09-13,3,1,9,23,0,4,1,0.58,0.5455,0.73,0.1045,33,137,170,weekdays,Terlalu kering
14804,2012-09-14,3,1,9,0,0,5,1,0.56,0.5303,0.73,0.0896,24,63,87,weekdays,Terlalu kering
14805,2012-09-14,3,1,9,1,0,5,1,0.56,0.5303,0.73,0.0896,6,35,41,weekdays,Terlalu kering
14806,2012-09-14,3,1,9,2,0,5,1,0.56,0.5303,0.73,0.0,7,23,30,weekdays,Terlalu kering
14807,2012-09-14,3,1,9,3,0,5,1,0.54,0.5152,0.77,0.0,5,9,14,weekdays,Terlalu kering
14808,2012-09-14,3,1,9,4,0,5,1,0.54,0.5152,0.77,0.0,1,11,12,weekdays,Terlalu kering
14809,2012-09-14,3,1,9,5,0,5,1,0.54,0.5152,0.83,0.0,1,40,41,weekdays,Terlalu kering
14810,2012-09-14,3,1,9,6,0,5,1,0.54,0.5152,0.88,0.0,8,144,152,weekdays,Terlalu kering
14811,2012-09-14,3,1,9,7,0,5,2,0.56,0.5303,0.88,0.0,17,437,454,weekdays,Terlalu kering
14812,2012-09-14,3,1,9,8,0,5,2,0.6,0.5758,0.78,0.1642,51,715,766,weekdays,Terlalu kering
14813,2012-09-14,3,1,9,9,0,5,2,0.62,0.5909,0.78,0.1642,46,301,347,weekdays,Terlalu kering
14814,2012-09-14,3,1,9,10,0,5,2,0.68,0.6364,0.65,0.0,75,171,246,weekdays,Terlalu kering
14815,2012-09-14,3,1,9,11,0,5,2,0.68,0.6364,0.61,0.1045,84,196,280,weekdays,Terlalu kering
14816,2012-09-14,3,1,9,12,0,5,2,0.7,0.6515,0.54,0.194,119,290,409,weekdays,Terlalu kering
14817,2012-09-14,3,1,9,13,0,5,2,0.7,0.6515,0.54,0.194,107,301,408,weekdays,Terlalu kering
14818,2012-09-14,3,1,9,14,0,5,2,0.72,0.6515,0.45,0.1642,113,258,371,weekdays,Terlalu kering
14819,2012-09-14,3,1,9,15,0,5,2,0.72,0.6667,0.48,0.1343,94,273,367,weekdays,Terlalu kering
14820,2012-09-14,3,1,9,16,0,5,2,0.72,0.6667,0.51,0.0,109,454,563,weekdays,Terlalu kering
14821,2012-09-14,3,1,9,17,0,5,1,0.72,0.6667,0.51,0.194,137,757,894,weekdays,Terlalu kering
14822,2012-09-14,3,1,9,18,0,5,1,0.72,0.6515,0.45,0.2239,116,692,808,weekdays,Terlalu kering
14823,2012-09-14,3,1,9,19,0,5,1,0.68,0.6364,0.57,0.1642,83,496,579,weekdays,Terlalu kering
14824,2012-09-14,3,1,9,20,0,5,1,0.66,0.6212,0.61,0.1045,67,337,404,weekdays,Terlalu kering
14825,2012-09-14,3,1,9,21,0,5,1,0.64,0.6061,0.73,0.2239,42,270,312,weekdays,Terlalu kering
14826,2012-09-14,3,1,9,22,0,5,1,0.62,0.5758,0.83,0.194,40,189,229,weekdays,Terlalu kering
14827,2012-09-14,3,1,9,23,0,5,1,0.62,0.5909,0.78,0.0896,27,168,195,weekdays,Terlalu kering
14828,2012-09-15,3,1,9,0,0,6,1,0.6,0.5606,0.83,0.1045,38,169,207,weekdays,Terlalu kering
14829,2012-09-15,3,1,9,1,0,6,1,0.6,0.5909,0.73,0.0,8,101,109,weekdays,Terlalu kering
14830,2012-09-15,3,1,9,2,0,6,1,0.58,0.5455,0.78,0.1045,18,75,93,weekdays,Terlalu kering
14831,2012-09-15,3,1,9,3,0,6,1,0.6,0.5909,0.73,0.2537,6,31,37,weekdays,Terlalu kering
14832,2012-09-15,3,1,9,4,0,6,2,0.6,0.5909,0.69,0.3582,3,3,6,weekdays,Terlalu kering
14833,2012-09-15,3,1,9,5,0,6,1,0.58,0.5455,0.6,0.5224,1,15,16,weekdays,Terlalu kering
14834,2012-09-15,3,1,9,6,0,6,1,0.54,0.5152,0.49,0.4179,6,27,33,weekdays,Terlalu kering
14835,2012-09-15,3,1,9,7,0,6,1,0.54,0.5152,0.52,0.2836,10,63,73,weekdays,Terlalu kering
14836,2012-09-15,3,1,9,8,0,6,1,0.56,0.5303,0.49,0.4179,43,169,212,weekdays,Terlalu kering
14837,2012-09-15,3,1,9,9,0,6,1,0.6,0.6212,0.43,0.4179,79,263,342,weekdays,Terlalu kering
14838,2012-09-15,3,1,9,10,0,6,1,0.62,0.6212,0.41,0.3881,119,323,442,weekdays,Terlalu kering
14839,2012-09-15,3,1,9,11,0,6,1,0.64,0.6212,0.38,0.3881,228,399,627,weekdays,Terlalu kering
14840,2012-09-15,3,1,9,12,0,6,1,0.66,0.6212,0.36,0.3582,287,419,706,weekdays,Terlalu kering
14841,2012-09-15,3,1,9,13,0,6,1,0.68,0.6364,0.36,0.194,327,377,704,weekdays,Terlalu kering
14842,2012-09-15,3,1,9,14,0,6,1,0.68,0.6364,0.34,0.3284,325,390,715,weekdays,Terlalu kering
14843,2012-09-15,3,1,9,15,0,6,2,0.68,0.6364,0.34,0.2836,312,342,654,weekdays,Terlalu kering
14844,2012-09-15,3,1,9,16,0,6,2,0.66,0.6212,0.36,0.2239,350,433,783,weekdays,Terlalu kering
14845,2012-09-15,3,1,9,17,0,6,2,0.66,0.6212,0.36,0.2537,295,434,729,weekdays,Terlalu kering
14846,2012-09-15,3,1,9,18,0,6,2,0.64,0.6212,0.36,0.2836,232,382,614,weekdays,Terlalu kering
14847,2012-09-15,3,1,9,19,0,6,1,0.62,0.6212,0.41,0.1642,169,309,478,weekdays,Terlalu kering
14848,2012-09-15,3,1,9,20,0,6,1,0.6,0.6212,0.43,0.0896,89,241,330,weekdays,Terlalu kering
14849,2012-09-15,3,1,9,21,0,6,1,0.56,0.5303,0.52,0.1045,86,210,296,weekdays,Terlalu kering
14850,2012-09-15,3,1,9,22,0,6,1,0.56,0.5303,0.52,0.0,82,197,279,weekdays,Terlalu kering
14851,2012-09-15,3,1,9,23,0,6,1,0.54,0.5152,0.6,0.0,47,182,229,weekdays,Terlalu kering
14852,2012-09-16,3,1,9,0,0,0,1,0.54,0.5152,0.64,0.0,28,123,151,weekdays,Terlalu kering
14853,2012-09-16,3,1,9,1,0,0,1,0.54,0.5152,0.64,0.0,35,82,117,weekdays,Terlalu kering
14854,2012-09-16,3,1,9,2,0,0,1,0.52,0.5,0.63,0.0,27,62,89,weekdays,Terlalu kering
14855,2012-09-16,3,1,9,3,0,0,1,0.5,0.4848,0.68,0.0,10,38,48,weekdays,Terlalu kering
14856,2012-09-16,3,1,9,4,0,0,1,0.5,0.4848,0.72,0.0,2,6,8,weekdays,Terlalu kering
14857,2012-09-16,3,1,9,5,0,0,1,0.5,0.4848,0.72,0.0,3,10,13,weekdays,Terlalu kering
14858,2012-09-16,3,1,9,6,0,0,1,0.5,0.4848,0.72,0.0,9,26,35,weekdays,Terlalu kering
14859,2012-09-16,3,1,9,7,0,0,1,0.5,0.4848,0.77,0.1045,28,43,71,weekdays,Terlalu kering
14860,2012-09-16,3,1,9,8,0,0,1,0.54,0.5152,0.64,0.1642,34,94,128,weekdays,Terlalu kering
14861,2012-09-16,3,1,9,9,0,0,1,0.58,0.5455,0.6,0.1343,70,226,296,weekdays,Terlalu kering
14862,2012-09-16,3,1,9,10,0,0,1,0.62,0.6212,0.5,0.1045,160,330,490,weekdays,Terlalu kering
14863,2012-09-16,3,1,9,11,0,0,1,0.64,0.6212,0.47,0.1642,183,376,559,weekdays,Terlalu kering
14864,2012-09-16,3,1,9,12,0,0,1,0.66,0.6212,0.44,0.1642,188,468,656,weekdays,Terlalu kering
14865,2012-09-16,3,1,9,13,0,0,1,0.64,0.6212,0.41,0.1642,240,454,694,weekdays,Terlalu kering
14866,2012-09-16,3,1,9,14,0,0,1,0.66,0.6212,0.39,0.1343,225,410,635,weekdays,Terlalu kering
14867,2012-09-16,3,1,9,15,0,0,1,0.64,0.6212,0.41,0.1642,215,342,557,weekdays,Terlalu kering
14868,2012-09-16,3,1,9,16,0,0,1,0.64,0.6212,0.44,0.1642,194,402,596,weekdays,Terlalu kering
14869,2012-09-16,3,1,9,17,0,0,1,0.66,0.6212,0.41,0.0,177,393,570,weekdays,Terlalu kering
14870,2012-09-16,3,1,9,18,0,0,1,0.62,0.6212,0.5,0.1642,120,361,481,weekdays,Terlalu kering
14871,2012-09-16,3,1,9,19,0,0,1,0.62,0.6212,0.5,0.1343,91,312,403,weekdays,Terlalu kering
14872,2012-09-16,3,1,9,20,0,0,1,0.6,0.6212,0.53,0.1045,57,267,324,weekdays,Terlalu kering
14873,2012-09-16,3,1,9,21,0,0,1,0.6,0.6212,0.56,0.1045,43,148,191,weekdays,Terlalu kering
14874,2012-09-16,3,1,9,22,0,0,1,0.56,0.5303,0.68,0.0896,18,109,127,weekdays,Terlalu kering
14875,2012-09-16,3,1,9,23,0,0,1,0.54,0.5152,0.68,0.1045,9,85,94,weekdays,Terlalu kering
14876,2012-09-17,3,1,9,0,0,1,1,0.54,0.5152,0.68,0.1642,14,31,45,weekdays,Terlalu kering
14877,2012-09-17,3,1,9,1,0,1,1,0.52,0.5,0.72,0.0896,9,12,21,weekdays,Terlalu kering
14878,2012-09-17,3,1,9,2,0,1,1,0.52,0.5,0.72,0.0,5,8,13,weekdays,Terlalu kering
14879,2012-09-17,3,1,9,3,0,1,1,0.5,0.4848,0.77,0.0896,0,7,7,weekdays,Terlalu kering
14880,2012-09-17,3,1,9,4,0,1,1,0.5,0.4848,0.77,0.0,2,9,11,weekdays,Terlalu kering
14881,2012-09-17,3,1,9,5,0,1,1,0.48,0.4697,0.82,0.0896,1,44,45,weekdays,Terlalu kering
14882,2012-09-17,3,1,9,6,0,1,1,0.48,0.4697,0.82,0.0,7,157,164,weekdays,Terlalu kering
